usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes,id_comentario,texto_limpo,n_palavras,categorias,n_categorias,categoria_principal,sent_score,sent_polaridade,sent_intensidade,sent_n_palavras
labormptdix,labormptdix,"A lista é grande TB, dentre tantas a de dar o controle remoto na mão dele pra ele assistir tv mesmo q eu tivesse assistindo. A q o quarto dele tinha ar condicionado, carpete etc. TB o fato dele PDr receber os amigos em casa, ter tratamento vip, a q ele não arrumava a casa, nem cama",2023-01-15T15:57:13Z,"Jan 15, 2023",122w,0,905,"A lista é grande TB, dentre tantas a de dar o controle remoto na mão dele pra ele assistir tv mesmo q eu tivesse assistindo. A q o quarto dele tinha ar condicionado, carpete etc. TB o fato dele PDr receber os amigos em casa, ter tratamento vip, a q ele não arrumava a casa, nem cama",57,,3,diferenciacao_domestica,0,neutro,0,0
catarina__luiza,catarina__luiza,Sempre me recusei a fazer qualquer tarefa que meu irmão também não fizesse. Acabou que fomos criados iguais.,2023-01-15T15:57:14Z,"Jan 15, 2023",122w,0,906,Sempre me recusei a fazer qualquer tarefa que meu irmão também não fizesse. Acabou que fomos criados iguais.,18,,0,sem_categoria,0,neutro,0,0
letiicia.machado8,letiicia.machado8,"Eu sou a mais nova, tenho 2 irmãos. Aos 4 anos colocava um banquinho para ajudar minha mãe a lavar a louça. Meus irmãos (mais velhos) não lavavam bem o prato… e fora outras N situações. Quando eu argumentava: pq ele não faz? Escutava: deixa ele!",2023-01-15T15:57:17Z,"Jan 15, 2023",122w,22,907,"Eu sou a mais nova, tenho 2 irmãos. Aos 4 anos colocava um banquinho para ajudar minha mãe a lavar a louça. Meus irmãos (mais velhos) não lavavam bem o prato… e fora outras N situações. Quando eu argumentava: pq ele não faz? Escutava: deixa ele!",46,,1,diferenciacao_domestica,0,neutro,0,0
barbaraoliveira121080,barbaraoliveira121080,Lendo os comentários e me identificando com vários. A questão da limpeza da casa só sobrar pra nós me pegou muito.,2023-01-15T15:57:28Z,"Jan 15, 2023",122w,0,908,Lendo os comentários e me identificando com vários. A questão da limpeza da casa só sobrar pra nós me pegou muito.,21,,1,diferenciacao_domestica,0,neutro,0,0
delect.tempo,delect.tempo,"EU: ""Eu que vou fazer tudo em casa???"" ELA: ""ELE É HOMEEEEEM"" 🤦🏻‍♀️🤦🏻‍♀️ deu pra entender né?",2023-01-15T15:57:33Z,"Jan 15, 2023",122w,124,909,"EU: ""Eu que vou fazer tudo em casa???"" ELA: ""ELE É HOMEEEEEM"" 🤦🏻‍♀️🤦🏻‍♀️ deu pra entender né?",17,,1,diferenciacao_domestica,0,neutro,0,0
lluizahellena,lluizahellena,"Olha o q mais me doía era que meu irmão sempre estava ""ocupado"" e então eu tinha que fazer as tarefas da casa que na teoria era para nós dois... E no final sempre sobra pra mim, pq ele estava ""estudando"" ou ""relaxando"" um pouco, enquanto eu tinha que fazer tudo sozinha mesmo sendo 5 anos mais nova q ele... As coisas dele sempre eram mais importantes.",2023-01-15T15:57:33Z,"Jan 15, 2023",122w,0,910,"Olha o q mais me doía era que meu irmão sempre estava ""ocupado"" e então eu tinha que fazer as tarefas da casa que na teoria era para nós dois... E no final sempre sobra pra mim, pq ele estava ""estudando"" ou ""relaxando"" um pouco, enquanto eu tinha que fazer tudo sozinha mesmo sendo 5 anos mais nova q ele... As coisas dele sempre eram mais importantes.",67,,1,diferenciacao_domestica,0,neutro,0,0
ligygrecco,ligygrecco,"Não tive irmãos, mas todos os cunhados e namorados , foram/são tratados, imensuravelmente, melhor que eu.",2023-01-15T15:57:42Z,"Jan 15, 2023",122w,0,911,"Não tive irmãos, mas todos os cunhados e namorados , foram/são tratados, imensuravelmente, melhor que eu.",16,,1,diferenciacao_afetiva,0,neutro,0,0
talitapirbrodowitch,talitapirbrodowitch,"Quando eu e meu irmão éramos pequenos e íamos almoçar na nossa avó, após o almoço eu era obrigada a ajudar a limpar a cozinha, enquanto meu irmão podia ir brincar livremente. Motivo: eu era mulher.🤡",2023-01-15T15:57:43Z,"Jan 15, 2023",122w,0,912,"Quando eu e meu irmão éramos pequenos e íamos almoçar na nossa avó, após o almoço eu era obrigada a ajudar a limpar a cozinha, enquanto meu irmão podia ir brincar livremente. Motivo: eu era mulher.🤡",36,,1,diferenciacao_domestica,0,neutro,0,0
cecilechernandez,cecilechernandez,Meu irmão não fazia tarefas domésticas,2023-01-15T15:57:47Z,"Jan 15, 2023",122w,0,913,Meu irmão não fazia tarefas domésticas,6,,0,sem_categoria,0,neutro,0,0
deiseewerb,deiseewerb,"Eu só tenho uma irmã, não tive esse tipo de experiência. Mas tenho um casal de filhos, meu menino tem 15 anos e a menina a 9. Sempre ensinei eles que não existe trabalho de mulher, e sim de quem come, bebe e suja. Meu marido foi criado em um ambiente machista, em que lavar a louça é coisa para mulher, e graças a Deus, meu filho lava louça, limpa fogão, banheiro e tudo mais. Sobre questões de ter “liberdade”, para mim não terá diferença, a mesma que dou ao meu filho, darei para minha filha quando tiver a mesma idade dele. Fico feliz em poder fazer diferente, e com certeza eles levarão isso para as próximas gerações.",2023-01-15T15:57:49Z,"Jan 15, 2023",122w,0,914,"Eu só tenho uma irmã, não tive esse tipo de experiência. Mas tenho um casal de filhos, meu menino tem 15 anos e a menina a 9. Sempre ensinei eles que não existe trabalho de mulher, e sim de quem come, bebe e suja. Meu marido foi criado em um ambiente machista, em que lavar a louça é coisa para mulher, e graças a Deus, meu filho lava louça, limpa fogão, banheiro e tudo mais. Sobre questões de ter “liberdade”, para mim não terá diferença, a mesma que dou ao meu filho, darei para minha filha quando tiver a mesma idade dele. Fico feliz em poder fazer diferente, e com certeza eles levarão isso para as próximas gerações.",118,,2,diferenciacao_domestica,-0.125,negativo,0.125,4
monteiro_mariaizabel,monteiro_mariaizabel,"Tenho um casal de filhos, não tive irmão, repenso todos os dias as minhas ações, tento criar o máximo igual possível em direitos e deveres.",2023-01-15T15:57:52Z,"Jan 15, 2023",122w,112,915,"Tenho um casal de filhos, não tive irmão, repenso todos os dias as minhas ações, tento criar o máximo igual possível em direitos e deveres.",25,,1,diferenciacao_domestica,1,positivo,1,1
ligia.dacosta.nutri,ligia.dacosta.nutri,"Eu tenho um irmão mais novo, graças a Deus, a única diferença que meus pais faziam era em relação à idade. Mas lembro de uma amiga revoltada com a mãe dizendo ""se tenho duas filhas, porque vou colocar meu filho pra lavar louça?""",2023-01-15T15:57:55Z,"Jan 15, 2023",122w,0,916,"Eu tenho um irmão mais novo, graças a Deus, a única diferença que meus pais faziam era em relação à idade. Mas lembro de uma amiga revoltada com a mãe dizendo ""se tenho duas filhas, porque vou colocar meu filho pra lavar louça?""",43,,2,diferenciacao_domestica,-0.5,negativo,0.5,1
lucianamiyao,lucianamiyao,"Meu irmão tinha obrigação de aprender a dirigir, eu não, era mulher...",2023-01-15T15:58:01Z,"Jan 15, 2023",122w,0,917,"Meu irmão tinha obrigação de aprender a dirigir, eu não, era mulher...",12,,0,sem_categoria,0,neutro,0,0
ana.natali20,ana.natali20,"Uma vez li uma reflexão assim: se as mulheres da sua família ficassem no sofá no Natal, teria ceia? O que vemos são os homens bebendo, socializando e as mulheres arrumando tudo, cozinhando e lavando.",2023-01-15T15:58:04Z,"Jan 15, 2023",122w,0,918,"Uma vez li uma reflexão assim: se as mulheres da sua família ficassem no sofá no Natal, teria ceia? O que vemos são os homens bebendo, socializando e as mulheres arrumando tudo, cozinhando e lavando.",35,,0,sem_categoria,0,neutro,0,0
brunaklim_psitattoo,brunaklim_psitattoo,"Meu pai brigava com meu irmão por ter começado a namorar cedo, namorada que é sua esposa até hoje. Meu pai dizia que ele tinha que ter experiência, se relacionar com várias mulheres. E eu adivinhem só!!! Nem namorar eu podia e muito menos com vários. Kkkkk Aquela conta que não fecha. O resultado foi eu revoltada por querer sair e conhecer pessoas e meu irmão revoltado porque não podia ter uma companheira e viver tranquilo. Só ajudou a tornar nossas relações com nossos pais mais difícil pra todos. Afinal nós acabamos dando nosso jeito de fazer o queríamos.",2023-01-15T15:58:13Z,"Jan 15, 2023",122w,0,919,"Meu pai brigava com meu irmão por ter começado a namorar cedo, namorada que é sua esposa até hoje. Meu pai dizia que ele tinha que ter experiência, se relacionar com várias mulheres. E eu adivinhem só!!! Nem namorar eu podia e muito menos com vários. Kkkkk Aquela conta que não fecha. O resultado foi eu revoltada por querer sair e conhecer pessoas e meu irmão revoltado porque não podia ter uma companheira e viver tranquilo. Só ajudou a tornar nossas relações com nossos pais mais difícil pra todos. Afinal nós acabamos dando nosso jeito de fazer o queríamos.",99,,3,diferenciacao_liberdades,0,neutro,0,0
flaviamarques80,flaviamarques80,"Meu irmão, quatro anos mais jovem, pôde ir a um carnaval fora de época, eu não! Eu com 18 anos, na faculdade e trabalhando. 😡 Ahhh, e meu pai nos ensinou a dirigir na mesma época, eu somente aos 15 anos, ele com 11.",2023-01-15T15:58:19Z,"Jan 15, 2023",122w,0,920,"Meu irmão, quatro anos mais jovem, pôde ir a um carnaval fora de época, eu não! Eu com 18 anos, na faculdade e trabalhando. 😡 Ahhh, e meu pai nos ensinou a dirigir na mesma época, eu somente aos 15 anos, ele com 11.",44,,1,diferenciacao_educacional,0,neutro,0,0
falecomapsi,falecomapsi,"Meu irmão não fazia NADA e ainda recebia vitamina na cama no café da manhã! Minha mãe me ensinava a lavar as calcinhas no banho, mas ele nunca precisou lavar as próprias cuecas. 🙆🏻‍♀️Quando apenas eu dirigia, eu cuidava do carro da minha mãe. Quando ele passou a dirigir, a prioridade do carro era sempre dele. Eu que andasse de ônibus 🙄",2023-01-15T15:58:21Z,"Jan 15, 2023",122w,239,921,"Meu irmão não fazia NADA e ainda recebia vitamina na cama no café da manhã! Minha mãe me ensinava a lavar as calcinhas no banho, mas ele nunca precisou lavar as próprias cuecas. 🙆🏻‍♀️Quando apenas eu dirigia, eu cuidava do carro da minha mãe. Quando ele passou a dirigir, a prioridade do carro era sempre dele. Eu que andasse de ônibus 🙄",62,,1,diferenciacao_domestica,0,neutro,0,0
deborafelis,deborafelis,Meu irmão é 11 meses mais velho que eu. Eu era cobrada a fazer todos os serviços domésticos e quando eu questionava o qual o serviço que o meu irmão iria fazer a resposta era: “ele é homem”. Fui crescendo e ficando rebelde (diziam “sem causa”). Passei a perguntar se pra varrer a casa ou lavar prato precisava do órgão genital (usava nomes bem chulos) e sempre apanhava.,2023-01-15T15:58:29Z,"Jan 15, 2023",122w,0,922,Meu irmão é 11 meses mais velho que eu. Eu era cobrada a fazer todos os serviços domésticos e quando eu questionava o qual o serviço que o meu irmão iria fazer a resposta era: “ele é homem”. Fui crescendo e ficando rebelde (diziam “sem causa”). Passei a perguntar se pra varrer a casa ou lavar prato precisava do órgão genital (usava nomes bem chulos) e sempre apanhava.,68,,1,diferenciacao_domestica,0,neutro,0,0
nath_pos,nath_pos,"Gente, sempre. E agora, adulta, no último natal: meu pai trouxe um copo daqueles que conserva cerveja gelada pros meus irmãos e pro meu marido e pra mim um conjunto de marinex 🤡",2023-01-15T15:58:30Z,"Jan 15, 2023",122w,2,923,"Gente, sempre. E agora, adulta, no último natal: meu pai trouxe um copo daqueles que conserva cerveja gelada pros meus irmãos e pro meu marido e pra mim um conjunto de marinex 🤡",33,,0,sem_categoria,0,neutro,0,0
anac.p.c,anac.p.c,"Graças a Deus lá em casa fomos tratados de maneira igual. Somos 2 meninas e 3 meninos. Muito obrigada, mãe @eloisa_cunha.ptu",2023-01-15T15:58:38Z,"Jan 15, 2023",122w,5,924,"Graças a Deus lá em casa fomos tratados de maneira igual. Somos 2 meninas e 3 meninos. Muito obrigada, mãe .ptu",21,,1,diferenciacao_domestica,1,positivo,1,1
mimi_vasc,mimi_vasc,"Eu sou a irmã mais velha de um irmão e uma irmã, graças a Deus aqui não sentimos diferença na criação, porque nossos pais não fizeram distinção. Mas minha cunhada não deu a mesma sorte",2023-01-15T15:58:53Z,"Jan 15, 2023",122w,0,925,"Eu sou a irmã mais velha de um irmão e uma irmã, graças a Deus aqui não sentimos diferença na criação, porque nossos pais não fizeram distinção. Mas minha cunhada não deu a mesma sorte",35,,0,sem_categoria,-0.5,negativo,0.5,1
fernandaleoa,fernandaleoa,"Como minha mãe criou eu e meus irmãos sozinha ela colocou logo eles p/fazer as tarefas domésticas masss meu irmão mais velho uma vez foi falar que homem não lavava prato e recebeu uma vassourada nas costas. Como presente kkkk só que comigo a cobrança era para aprender a cozinhar para cozinhar para o ""futuro marido"" eu nunca quis aprender por isso .. e hoje casei com um homem que cozinha e faz minha comidinha kkkk enquanto eu fico com arrumação da casa 😂😂😂",2023-01-15T15:58:57Z,"Jan 15, 2023",122w,0,926,"Como minha mãe criou eu e meus irmãos sozinha ela colocou logo eles p/fazer as tarefas domésticas masss meu irmão mais velho uma vez foi falar que homem não lavava prato e recebeu uma vassourada nas costas. Como presente kkkk só que comigo a cobrança era para aprender a cozinhar para cozinhar para o ""futuro marido"" eu nunca quis aprender por isso .. e hoje casei com um homem que cozinha e faz minha comidinha kkkk enquanto eu fico com arrumação da casa 😂😂😂",84,,2,diferenciacao_domestica,0,neutro,0,0
taticorazolla,taticorazolla,Quando visito a minha mae fico que nem louca fazendo as coisas enquanto meu irmao e pai ficam na sala / quarto assistindo TV. Mas vejo que esse comportamento é reforçado pela minha mae,2023-01-15T15:59:13Z,"Jan 15, 2023",122w,11,927,Quando visito a minha mae fico que nem louca fazendo as coisas enquanto meu irmao e pai ficam na sala / quarto assistindo TV. Mas vejo que esse comportamento é reforçado pela minha mae,34,,1,diferenciacao_material,0,neutro,0,0
jaquelinenevesf,jaquelinenevesf,"Eu sou a mais velha, e meu irmão mais novo começou a trazer a namorada pra dormir em casa, falei pras 2 meninas mais novas em alto e bom som pra minha mãe ouvir, se elas quisessem trazer os namorados pra dormir em casa e tivessem problemas era só falar comigo, que eu ia comprar essa briga por elas, eu já era casada. Elas trouxeram, mas não era igual meu irmão aquela liberdade kkkk",2023-01-15T15:59:21Z,"Jan 15, 2023",122w,0,928,"Eu sou a mais velha, e meu irmão mais novo começou a trazer a namorada pra dormir em casa, falei pras 2 meninas mais novas em alto e bom som pra minha mãe ouvir, se elas quisessem trazer os namorados pra dormir em casa e tivessem problemas era só falar comigo, que eu ia comprar essa briga por elas, eu já era casada. Elas trouxeram, mas não era igual meu irmão aquela liberdade kkkk",74,,3,diferenciacao_domestica,1,positivo,1,1
