usuario,perfilLink,textoComentario,timestamp,dataFormatada,tempoExibido,likes
robertagold,robertagold,"Em uma conversa com uma senhora, ela me relatava que estava cansada e com muitas dores, mas que fazia de tudo para ajudar a filha que trabalhava à noite e de madrugada como segurança. Ela ajudava a filha limpando a casa, lavando e passando as roupas dos netos. Pensei que os netos eram pequenos. Perguntei a idade e ela me disse: 18 e 26 anos!!! Dei uma bronca nela e disse que ela tinha que cuidar da saúde dela, da coluna, da diabetes e não ficar cuidando de netos que já são homens adultos e podiam muito bem cuidar da casa enquanto a mãe trabalha e não abusar da avó que está doente. Ela segue cuidando de tudo, pois acha que é obrigação dela. 😢",2023-01-15T16:23:22.000Z,"Jan 15, 2023",122w,0
thaysleitee,thaysleitee,"Na minha família as mulheres lutam até hj, com essa questão desde a infância nos tínhamos que ser recatada e do lar, pq senão não iríamos ser "" mulheres para casar"".",2023-01-15T16:23:35.000Z,"Jan 15, 2023",122w,0
almeidamichelle28,almeidamichelle28,"Em casa meus irmãos e até mesmo meu pai não fazem nada em relação a casa (lavar uma louça, roupa, cozinhar), só eu e minha mãe!🤡",2023-01-15T16:23:42.000Z,"Jan 15, 2023",122w,0
carlagolden76,carlagolden76,Eu nunca podia ir em festas de colegas da escola se meu irmão não fosse junto.,2023-01-15T16:23:56.000Z,"Jan 15, 2023",122w,0
dolabeladebora,dolabeladebora,"A namorada do meu irmão podia dormir no quarto dele,o meu noivo não podia dormir nem no sofá. Resultado: casei pra ter liberdade.",2023-01-15T16:23:58.000Z,"Jan 15, 2023",122w,0
cjaquelini,cjaquelini,@flopesssss ...chocada com os depoimentos,2023-01-15T16:24:07.000Z,"Jan 15, 2023",122w,0
cristianeotoni,cristianeotoni,"Eu sou a única mulher e tenho 3 irmãos. Primeiro sofri com a violência física, psicológica e rejeição do meu irmão mais velho por, pelo menos, 28 anos. Aos 28 eu casei pra ficar livre de conviver com ele e caí numa cilada, outra história. Os meus outros 2 irmãos, mais novos, literalmente, cagavam pra mim. Nunca me defenderam das agressões do mais velho. Eu passo a ter um valor temporário entre eles porque precisavam da minha parte da herança, após morte da minha mãe (minha única parceira e cúmplice na minha família). Aí eu fuji meio que obrigada a deixar a parte da minha herança com eles para abrirem um negócio deles. Claro, a juros nenhum! Recebi depois de muitos anos quando disse que iria comprar meu apartamento. E até hoje só fui acionada pra resolver BO da família porque sou Terapeuta Ocupacional e trabalho com saúde mental. Eu sempre fiquei à margem entre eles, junto com meu pai, sempre eles primeiro! Hoje estou bem tratada, pois faço terapia há 20 anos, desde a morte da minha mãe! Hoje saquei a relação de uso e abuso. Hoje sou a egoísta, esquerdista da família! Sou mesmo! Lutei muito esses anos todos pra me libertar!",2023-01-15T16:24:07.000Z,"Jan 15, 2023",122w,6
silmaragatti.psico,silmaragatti.psico,"Meu irmão foi incentivado a dirigir com 13 anos de idade. Eu, a partir dos 18 e habilitada (com meu próprio dinheiro) não podia dirigir o carro do meu pai e, as poucas vezes que rolou, eu não conseguia chegar ao destino porque ele estava dentro do carro comigo falando absurdos. Parava e devolvia a chave pra ele. Hoje aos 30, desenvolvi uma insegurança tamanha em dirigir.",2023-01-15T16:24:24.000Z,"Jan 15, 2023",122w,9
karolrodriguesfoto,karolrodriguesfoto,"Cobrança por notas boas, faculdade, trabalho. Aos 21 anos já estava formada e procurando emprego. Estagiei a partir do quinto período de faculdade. Meu irmão, aos 23 só tem o ensino médio completo 🤡",2023-01-15T16:24:28.000Z,"Jan 15, 2023",122w,0
evelinache,evelinache,Minha mãe coloca comida no prato dele até hj pq ele suja tudo qdo ele mesmo se serve,2023-01-15T16:24:34.000Z,"Jan 15, 2023",122w,0
mussu_arana,mussu_arana,@hilleniasantt aí minha historia,2023-01-15T16:24:48.000Z,"Jan 15, 2023",122w,0
nayara__borges__,nayara__borges__,"""Mulher não precisa aprender a dirigir"" ou ""mulher não sabe dirigir""! Eu hoje com 36 anos não dirijo, já perdi pauta em auto escola por não me achar capaz de dirigir e ter medo de fazer algo errado caso pegue um carro.",2023-01-15T16:24:57.000Z,"Jan 15, 2023",122w,0
samarasamess,samarasamess,"Não era meu irmão, era meu primo! Meu avô costumava sempre dar dinheiro para comprarmos balinha e eu lembro que para meu primo era sempre uma nota de valor maior pra ele, por ele ser homem e eu ganhava menos, por ser mulher, tínhamos a mesma idade na época…",2023-01-15T16:25:02.000Z,"Jan 15, 2023",122w,0
yedasvalentim,yedasvalentim,"Tenho 62 anos, fui criada em uma família, bem numerosa, éramos 11 irmãos. 5 meninos e 6 meninas. Meus pais e a nossa avó materna. Muito pelo contrário, na nossa casa, não existia nenhum tipo de machismo, o tratamento era igual pra todos os filhos. Óbvio que por sermos meninas éramos muito mais poupadas, que os meus irmãos.",2023-01-15T16:25:04.000Z,"Jan 15, 2023",122w,0
alcantelado,alcantelado,A todo momento eu era lembrada o quanto ele é maravilhoso e eu a antipática,2023-01-15T16:25:37.000Z,"Jan 15, 2023",122w,0
alcantelado,alcantelado,"Papai morreu e escutei: os funcionários não vão te respeitar c esse cabelo, ele que tem que ficar a frente dos negócios",2023-01-15T16:26:12.000Z,"Jan 15, 2023",122w,0
traudiklein,traudiklein,Eu não consigo nem começar esse relato,2023-01-15T16:26:15.000Z,"Jan 15, 2023",122w,1
cintiabaule,cintiabaule,"Eu só pude dirigir a primeira vez sozinha depois que recebi a carteira definitiva. Meu irmão ganhou carro antes de tirar a carteira, com 17 anos.",2023-01-15T16:26:21.000Z,"Jan 15, 2023",122w,1
carlagolden76,carlagolden76,"Se meu irmão tem casa e carro hoje foi pq meus pais ""sangr4ram"" as economias deles pra dar pro meu irmão. Aí, qdo eles adoeceram, meu irmão virou as costas. E eu que corri atrás de tudo o que eles precisavam.",2023-01-15T16:26:24.000Z,"Jan 15, 2023",122w,2
amandamello.89,amandamello.89,"Minha mãe por exemplo nunca negou o fanatismo pelo meu irmão, toda minha familia sempre foi prova , mas a complexada sempre fui eu .",2023-01-15T16:27:29.000Z,"Jan 15, 2023",122w,0
alearzoo,alearzoo,"Vi amigas passarem por mta coisa ruim dentro de casa com relação aos irmãos homens ,mas pra essas achan que era normal e que não fez mau que foi coisa do passado",2023-01-15T16:27:44.000Z,"Jan 15, 2023",122w,0
karina_razevedo,karina_razevedo,"Nossa tenho uma lista: Minha mãe pegava as roupas de todos no varal menos a minha. Eu que tinha que arrumar as camas, inclusive deles. Almoço de domingo ela cozinhava, eu ajudava e depois a louça era minha, e meu pai e meus dois irmãos iam assistir TV. Eu que tive que aprender a passar roupa eles nunca passaram nem suas camisas… Aiiiiii tem tantassssss… minha mãe me ensinou TUDO que não devo ser em relação a filhos homens.",2023-01-15T16:27:45.000Z,"Jan 15, 2023",122w,0
carolesteves.arq,carolesteves.arq,"Meu irmão não precisava ajudar em nada e eu em tudo, nem tirar o prato da mesa. Hoje com meus filhos estou curando isso e fazendo com que ambos (um menino menino uma menina) colaborem na rotina com suas responsabilidades.",2023-01-15T16:27:53.000Z,"Jan 15, 2023",122w,0
crislainecossta,crislainecossta,"Somos em 5 irmãos… 3 mulheres e 2 homens que nunca precisaram ajudar com afazeres domésticos mas todos foram se casando e só sobrou 1 menino que minha mãe reclama constantemente que não ajuda em casa e que o quarto fica imundo, sempre ficou mas antes as irmãs estavam lá pra limpar 🤷🏼‍♀️",2023-01-15T16:27:56.000Z,"Jan 15, 2023",122w,0
gabibarrena,gabibarrena,"Meu irmão sempre fez o que quis, saía a hora que quisesse, voltava quando bem entendesse. Eu sempre senti o peso de ter que ser o exemplo de filha, o exemplo de adolescente, nas ""fazer nada de errado"", não ""dar motivo"" pra falarem de mim...",2023-01-15T16:27:57.000Z,"Jan 15, 2023",122w,1
klywiann,klywiann,"Enquanto eu tinha que arrumar a casa e fazer o almoço meu irmão ficava deitado no quarto, quando cansada fazendo tudo, questionei ao meu pai o pq disso, ele disse que era pq ele era homem. Fiquei puta obviamente e disse que ele não era melhor do que eu por ter um p3nis, mas era exatamente essa a lógica do meu pai. No fim, meu irmão permanecia deitado e eu era violentada fisicamente pelo meu pai quando me opunha a fazer mais do que conseguia, enquanto os princesos ficavam deitados. Antes que perguntem, minha mãe tinha uma lógica submissa e não contestava as ordens do meu pai. Ela fazia a parte dela e sempre mandava o meu irmão fazer as coisas também (até hoje se esgoela) mas ele não fazia e nem faz (tal como o meu pai).",2023-01-15T16:28:22.000Z,"Jan 15, 2023",122w,0
alinebanasc,alinebanasc,"Tinha 2 irmãos. Os 2 Tiraram CNH assim q completaram 18 anos, como se fosse uma obrigatoriedade. Eu, tirei com 22, ""escondida"" e com meu dinheiro. Isso marcou muito. E marca.",2023-01-15T16:28:32.000Z,"Jan 15, 2023",122w,283
flaviabio_,flaviabio_,Graças a Deus p minha mãe não tinha isso. Fomos ensinados a fazer tudo em casa. E a maioria meus irmãos tambem fazem os trabalhos domésticos,2023-01-15T16:28:34.000Z,"Jan 15, 2023",122w,0
mae_luchadora,mae_luchadora,"Estavamos pós almoço na casa da avó do ex, em um evento inédito o irmão dele se levantou da mesa e pegou o prato pra levar pra cozinha, foi quando a avó agarrou no braço e dele disse que ele não precisava fazer isso já que as primas estavam lá.",2023-01-15T16:28:38.000Z,"Jan 15, 2023",122w,32
dandarajaccoud,dandarajaccoud,"Eu não tenho irmão homem mas tenho primo, lembro uma fase que morei com meu avô por 3 meses, eu chegava cansada do trabalho a noite e tinha que fazer a cama do meu primo só porque segundo meu avô "" as mulheres que fazem isso"" o meu primo que era adolescente na época tentava me ajudar mas não avô não deixava, tinha mesmo que ser eu a fazer mas por incrível que pareça hoje em dia meu avô pensa diferente e bota meu marido pra fazer tudo kkkk vai entender",2023-01-15T16:28:46.000Z,"Jan 15, 2023",122w,0
annacarolinalucca,annacarolinalucca,"Sempre ajudei nas tarefas da casa, tinha que manter meu quarto arrumado, ajudava no almoço... Eles não arrumam nem as camas, nem colocam roupas na cesta de roupas, até hoje... Ainda são tratados como se fossem limitados física e mentalmente, incapazes de serem adultos funcionais... Quando viajavam, eu fazia faculdade em outra cidade, não me convidam porque ficava apertado 3 atrás no carro.",2023-01-15T16:29:19.000Z,"Jan 15, 2023",122w,0
raiapenas,raiapenas,"Comecei a faculdade e fui estudar a noite. As aulas iam até 22:40h e se eu não perdesse o ônibus chegava em casa perto da meia noite. Todos os dias andava uns 20 minutos na rua deserta e cheia de becos (quem conhece o Gama/DF sabe). Pois bem, uns 2 anos depois meu irmão do meio, que tem quase 2m de altura, começou a faculdade tbm. Advinha pra quem meu pai deu um carro?",2023-01-15T16:29:20.000Z,"Jan 15, 2023",122w,23
mariana_floresta,mariana_floresta,"Não fui. Meus pais foram incríveis, minha mãe me ensinou a ser independente e livre",2023-01-15T16:29:34.000Z,"Jan 15, 2023",122w,1
carvalhoelaine,carvalhoelaine,"Na minha casa tinhas escala para lavar a louça do almoço e só entrava na escala eu e minha irmã. Meu irmão do meio não. Também tivemos que aprender a cozinhar. Até hoje meu irmão não sabe. Também tínhamos que tirar o lixo e arrumar as camas. Acho ok, fazer tudo isso em casa, bom aprender. Mas eu já naquela época questionava o porquê dele não precisar fazer também.",2023-01-15T16:29:44.000Z,"Jan 15, 2023",122w,0
deboracosttasza,deboracosttasza,"A coisa já começava por minha mãe,a gente não podia ter voz..Ela fazia sinal pra gente ficar calada!Isso é machismo né?",2023-01-15T16:30:23.000Z,"Jan 15, 2023",122w,0
silvaniar.soares,silvaniar.soares,Meu irmão não dá mais mole comigo perto 😂😂😂😂,2023-01-15T16:30:38.000Z,"Jan 15, 2023",122w,0
marabeatriz_rocha,marabeatriz_rocha,"Machismo presenciei em mtos momentos de minha infância e mtas vezes era da parte de minha mãe q eu percebia. Minha mãe guardada o prato feito para meus irmãos qdo eles chegavam das festas noturnas, dizia q eles chegavam com fome e mesmo as minhas irmãs irem junto as mesmas festas o prato delas não eram feitos. Questionando a minha mãe ela me dizia q eles não sabiam fazer e faziam mta bagunça na cozinha. Lembro-me uma vez q questionei e disse q a mesma fome deles era tb a delas, ouvi um cala boca. Eu era a menor e por isso ficava em casa.",2023-01-15T16:30:42.000Z,"Jan 15, 2023",122w,0
jferraz_,jferraz_,"Meu irmão não precisava lavar louça, já que tinha as irmãs pra fazer",2023-01-15T16:30:55.000Z,"Jan 15, 2023",122w,0
num.olhar,num.olhar,"Que interessante, como era ""natural"" fica até difícil, fazer uma distinção agora...nem se questionava, era serviço de mulher!!",2023-01-15T16:31:10.000Z,"Jan 15, 2023",122w,0
_olivervarjao,_olivervarjao,"""Vc tem q limpar a casa pq vc é a moça da casa"" enquanto meu irmão mais novo bagunçava e meu irmão mais velho podia chegar em casa da escola e dormir, eu tinha que limpar pq ""era a moça da casa""",2023-01-15T16:31:18.000Z,"Jan 15, 2023",122w,0
tatitanno,tatitanno,"Eu não pude aprender violão (quando eu PEDI)porque música não dá futuro. Se quisesse, poderia aprender a tocar piano. Pro meu irmão, meu pai ofereceu aulas de violão e judô para ele ter uma atividade extra curricular. Eu não pude ser parte da equipe de futsal quando fui convidada após um jogo da escola, porque isso era coisa de machorra. Meu irmão, foi colocado no time de futebol como atividade extracurricular. Com 16 anos eu decidi que iria cursar letras e me especializar em literatura. Meu pai me disse que não tinha pago escola para eu jogar dinheiro fora, que eu poderia escolher entre médica ou advogada. Meu irmão fez faculdade de química, porque ele quis. Eu fugi de casa, hoje com 34 anos, estou fazendo letras ❤️ e aqui é um dos lugares onde eu aprendo a quebrar ciclos e me desconstruir para melhor criar minha filha ❤️ obrigada Thais.",2023-01-15T16:31:19.000Z,"Jan 15, 2023",122w,0
coelhojaq,coelhojaq,É sobre morar com um hóspede,2023-01-15T16:31:21.000Z,"Jan 15, 2023",122w,0
patriciamachadorodrigues,patriciamachadorodrigues,"Meu irmão gêmeo não sabia fritar um ovo e eu com 14 anos assumi as responsabilidades domésticas da casa sozinha com a doença da minha avó. Meus pais não falavam nada e não cobravam nada dele, só aceitavam a minha avó só exigir de mim. Fora que ele sempre foi encorajado a ter muito mais do que eu. A minha mãe agora fica sentida pq passei a cobrar dela e falar sobre isso e ela acha que a culpa era da minha avó. Ela não consegue assumir a responsabilidade de culpa dela. 😢 Obs: meu irmão enxerga essas diferenças e tenta me compensar eu nunca culpei ele.",2023-01-15T16:31:25.000Z,"Jan 15, 2023",122w,12
fabianalvarogomes,fabianalvarogomes,"Minha mãe deixava claro a preferência pelo meu irmão, fomos negligenciadas eu e minha irmã, todo carinho, atenção era dele , pior que a gente achava que era normal, mais isso fez mal pra nós.",2023-01-15T16:31:49.000Z,"Jan 15, 2023",122w,0
emilycristtinna,emilycristtinna,Ixiii,2023-01-15T16:31:51.000Z,"Jan 15, 2023",122w,0
sahcouto,sahcouto,"Me lembro de uma vez que visitei meu irmão no ap dele em outra cidade. Tanto eu quanto ele já não morávamos mais com nossos pais. Ele tinha tipos variados de iogurte na geladeira, estoque de desodorante no quarto, 2 fardos de leite na cozinha e o congelador cheio de carne...qdo perguntei de onde vinha aquilo tudo ele disse que meu pai tinha ido lá e feito mercado pra ele. Meu pai tb pagava o aluguel dele nessa época. Em 3 anos morando em outra cidade meu pai só me visitou uma vez, e eu que levei ele pra passear e banquei tudo.. Minha mãe nunca me visitou. Ninguém nunca perguntou se eu precisava de algo.",2023-01-15T16:31:58.000Z,"Jan 15, 2023",122w,35
pessoalamigosdacarol,pessoalamigosdacarol,"É desafiador mostrar pq eles não tem interesse em sair desses espaços. É necessário mais e mais mulheres apontando. E muitas vezes quando vem de casa, tem toda uma outra carga emocional ou ele apelam para os nossos erros ou outra coisa qq.",2023-01-15T16:32:51.000Z,"Jan 15, 2023",122w,0
